390.0, 0.020941, 0.022734, 0.956325
391.0, 0.021086, 0.022987, 0.955927
392.0, 0.021189, 0.023211, 0.955600
393.0, 0.021250, 0.023403, 0.955347
394.0, 0.021268, 0.023560, 0.955172
395.0, 0.021243, 0.023679, 0.955079
396.0, 0.021174, 0.023756, 0.955070
397.0, 0.021062, 0.023789, 0.955149
398.0, 0.020907, 0.023776, 0.955317
399.0, 0.020710, 0.023714, 0.955576
400.0, 0.020472, 0.023601, 0.955927
401.0, 0.020197, 0.023439, 0.956364
402.0, 0.019900, 0.023245, 0.956855
403.0, 0.019600, 0.023038, 0.957362
404.0, 0.019313, 0.022838, 0.957849
405.0, 0.019055, 0.022663, 0.958282
406.0, 0.018835, 0.022528, 0.958637
407.0, 0.018644, 0.022431, 0.958925
408.0, 0.018466, 0.022366, 0.959168
409.0, 0.018287, 0.022329, 0.959384
410.0, 0.018093, 0.022314, 0.959593
411.0, 0.017875, 0.022317, 0.959808
412.0, 0.017642, 0.022340, 0.960018
413.0, 0.017407, 0.022384, 0.960209
414.0, 0.017182, 0.022452, 0.960366
415.0, 0.016980, 0.022544, 0.960476
416.0, 0.016809, 0.022665, 0.960526
417.0, 0.016669, 0.022820, 0.960510
418.0, 0.016558, 0.023018, 0.960424
419.0, 0.016473, 0.023266, 0.960261
420.0, 0.016412, 0.023574, 0.960015
421.0, 0.016372, 0.023946, 0.959682
422.0, 0.016354, 0.024375, 0.959272
423.0, 0.016354, 0.024848, 0.958799
424.0, 0.016371, 0.025352, 0.958278
425.0, 0.016403, 0.025872, 0.957725
426.0, 0.016451, 0.026400, 0.957149
427.0, 0.016518, 0.026947, 0.956535
428.0, 0.016608, 0.027533, 0.955859
429.0, 0.016728, 0.028178, 0.955094
430.0, 0.016883, 0.028905, 0.954212
431.0, 0.017075, 0.029731, 0.953194
432.0, 0.017297, 0.030638, 0.952066
433.0, 0.017538, 0.031594, 0.950868
434.0, 0.017788, 0.032565, 0.949647
435.0, 0.018034, 0.033515, 0.948451
436.0, 0.018269, 0.034411, 0.947320
437.0, 0.018500, 0.035271, 0.946229
438.0, 0.018739, 0.036127, 0.945134
439.0, 0.018998, 0.037013, 0.943988
440.0, 0.019291, 0.037969, 0.942740
441.0, 0.019628, 0.039025, 0.941347
442.0, 0.020007, 0.040179, 0.939814
443.0, 0.020422, 0.041416, 0.938162
444.0, 0.020868, 0.042719, 0.936413
445.0, 0.021338, 0.044070, 0.934592
446.0, 0.021829, 0.045456, 0.932715
447.0, 0.022353, 0.046897, 0.930751
448.0, 0.022925, 0.048422, 0.928653
449.0, 0.023564, 0.050066, 0.926370
450.0, 0.024289, 0.051866, 0.923844
451.0, 0.025118, 0.053858, 0.921024
452.0, 0.026049, 0.056048, 0.917904
453.0, 0.027076, 0.058433, 0.914491
454.0, 0.028192, 0.061012, 0.910796
455.0, 0.029388, 0.063779, 0.906833
456.0, 0.030657, 0.066729, 0.902613
457.0, 0.032003, 0.069865, 0.898131
458.0, 0.033434, 0.073190, 0.893376
459.0, 0.034960, 0.076704, 0.888335
460.0, 0.036591, 0.080410, 0.882999
461.0, 0.038339, 0.084312, 0.877349
462.0, 0.040219, 0.088440, 0.871341
463.0, 0.042248, 0.092834, 0.864918
464.0, 0.044445, 0.097539, 0.858016
465.0, 0.046830, 0.102605, 0.850565
466.0, 0.049426, 0.108084, 0.842491
467.0, 0.052249, 0.114004, 0.833747
468.0, 0.055317, 0.120391, 0.824293
469.0, 0.058648, 0.127266, 0.814086
470.0, 0.062261, 0.134655, 0.803084
471.0, 0.066176, 0.142578, 0.791246
472.0, 0.070408, 0.151060, 0.778533
473.0, 0.074972, 0.160123, 0.764905
474.0, 0.079883, 0.169788, 0.750329
475.0, 0.085153, 0.180071, 0.734776
476.0, 0.090786, 0.190975, 0.718239
477.0, 0.096767, 0.202456, 0.700777
478.0, 0.103065, 0.214448, 0.682487
479.0, 0.109645, 0.226869, 0.663485
480.0, 0.116462, 0.239627, 0.643911
481.0, 0.123473, 0.252635, 0.623892
482.0, 0.130676, 0.265874, 0.603450
483.0, 0.138075, 0.279344, 0.582581
484.0, 0.145678, 0.293039, 0.561282
485.0, 0.153491, 0.306956, 0.539552
486.0, 0.161511, 0.321070, 0.517419
487.0, 0.169699, 0.335296, 0.495005
488.0, 0.178006, 0.349529, 0.472465
489.0, 0.186379, 0.363666, 0.449955
490.0, 0.194767, 0.377603, 0.427630
491.0, 0.203122, 0.391250, 0.405628
492.0, 0.211413, 0.404547, 0.384040
493.0, 0.219617, 0.417447, 0.362936
494.0, 0.227712, 0.429908, 0.342380
495.0, 0.235679, 0.441893, 0.322428
496.0, 0.243506, 0.453386, 0.303108
497.0, 0.251205, 0.464436, 0.284359
498.0, 0.258789, 0.475099, 0.266113
499.0, 0.266263, 0.485425, 0.248311
500.0, 0.273631, 0.495456, 0.230913
501.0, 0.280883, 0.505206, 0.213911
502.0, 0.287996, 0.514635, 0.197369
503.0, 0.294948, 0.523688, 0.181364
504.0, 0.301718, 0.532314, 0.165967
505.0, 0.308289, 0.540470, 0.151240
506.0, 0.314636, 0.548099, 0.137265
507.0, 0.320701, 0.555089, 0.124210
508.0, 0.326434, 0.561352, 0.112213
509.0, 0.331810, 0.566838, 0.101352
510.0, 0.336818, 0.571526, 0.091656
511.0, 0.341472, 0.575447, 0.083082
512.0, 0.345820, 0.578730, 0.075450
513.0, 0.349905, 0.581509, 0.068586
514.0, 0.353759, 0.583896, 0.062346
515.0, 0.357401, 0.585982, 0.056617
516.0, 0.360844, 0.587832, 0.051324
517.0, 0.364101, 0.589437, 0.046462
518.0, 0.367190, 0.590782, 0.042028
519.0, 0.370133, 0.591855, 0.038012
520.0, 0.372956, 0.592647, 0.034397
521.0, 0.375683, 0.593159, 0.031158
522.0, 0.378328, 0.593425, 0.028247
523.0, 0.380903, 0.593477, 0.025620
524.0, 0.383412, 0.593347, 0.023240
525.0, 0.385862, 0.593061, 0.021077
526.0, 0.388253, 0.592642, 0.019105
527.0, 0.390585, 0.592103, 0.017312
528.0, 0.392856, 0.591457, 0.015687
529.0, 0.395065, 0.590717, 0.014218
530.0, 0.397210, 0.589897, 0.012894
531.0, 0.399293, 0.589006, 0.011701
532.0, 0.401334, 0.588045, 0.010622
533.0, 0.403351, 0.587008, 0.009642
534.0, 0.405364, 0.585888, 0.008747
535.0, 0.407393, 0.584679, 0.007928
536.0, 0.409451, 0.583373, 0.007176
537.0, 0.411534, 0.581977, 0.006489
538.0, 0.413635, 0.580501, 0.005864
539.0, 0.415746, 0.578954, 0.005300
